과목명,강의 내용,원래 가격,직무,일치율
[개념부터 실습까지] 추천 시스템 입문편,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 추천 시스템 입문 강의. 
추천 시스템의 기초 이론을 배우고, 영화 데이터 분석을 함께 실습해 봅니다.",무료,인공지능,69.948%
[개념부터 실습까지] 추천 시스템 입문편,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 추천 시스템 입문 강의. 
추천 시스템의 기초 이론을 배우고, 영화 데이터 분석을 함께 실습해 봅니다.",무료,웹 개발자,59.796%
머신러닝/딥러닝 소개 및 학습을 위한 파이썬 속성 과정,"머신러닝 및 딥러닝 전반에 대한 개요와 기본 도구 사용 방법, 그리고 학습에 필요한 파이썬 언어 지식을 단기간에 습득할 수 있습니다.","₩11,000",앱 개발자,81.708%
머신러닝/딥러닝 소개 및 학습을 위한 파이썬 속성 과정,"머신러닝 및 딥러닝 전반에 대한 개요와 기본 도구 사용 방법, 그리고 학습에 필요한 파이썬 언어 지식을 단기간에 습득할 수 있습니다.","₩11,000",IoT,54.074%
머신러닝/딥러닝 소개 및 학습을 위한 파이썬 속성 과정,"머신러닝 및 딥러닝 전반에 대한 개요와 기본 도구 사용 방법, 그리고 학습에 필요한 파이썬 언어 지식을 단기간에 습득할 수 있습니다.","₩11,000",웹 개발자,49.659%
[Pytorch] 파이토치를 활용한 딥러닝 모델 구축,직관적이고 파이써닉한 파이토치(Pytorch)를 통해 딥러닝 모델을 직접 구축하는 방법을 학습해 봅니다.,"₩88,000",인공지능,64.566%
[Pytorch] 파이토치를 활용한 딥러닝 모델 구축,직관적이고 파이써닉한 파이토치(Pytorch)를 통해 딥러닝 모델을 직접 구축하는 방법을 학습해 봅니다.,"₩88,000",보안 엔지니어,63.992%
[Pytorch] 파이토치를 활용한 딥러닝 모델 구축,직관적이고 파이써닉한 파이토치(Pytorch)를 통해 딥러닝 모델을 직접 구축하는 방법을 학습해 봅니다.,"₩88,000",데브옵스 엔지니어,62.108%
파이썬을 활용한 머신러닝 딥러닝 입문,"데이터의 세계로 첫발을 내딛고 싶으신가요? AI의 핵심 기술인 머신러닝과 딥러닝을 파이썬과 함께 배워보세요. 이 강의는 머신러닝과 딥러닝의 기초부터 실제 응용까지, 단계별로 친절하게 안내합니다. 전통적인 머신러닝과 딥러닝은 많은 부분에서 동일한 원리와 기술 체계에 기반하고 있습니다. 따라서 본 강의에서는 두 가지를 별도의 과목으로 분리하지 않고 하나의 연결된 과정으로 구성하여 입문자가 머신러닝 전반에 걸친 이해도를 높일 수 있도록 하였습니다.",무료,데이터 분석,96.115%
파이썬을 활용한 머신러닝 딥러닝 입문,"데이터의 세계로 첫발을 내딛고 싶으신가요? AI의 핵심 기술인 머신러닝과 딥러닝을 파이썬과 함께 배워보세요. 이 강의는 머신러닝과 딥러닝의 기초부터 실제 응용까지, 단계별로 친절하게 안내합니다. 전통적인 머신러닝과 딥러닝은 많은 부분에서 동일한 원리와 기술 체계에 기반하고 있습니다. 따라서 본 강의에서는 두 가지를 별도의 과목으로 분리하지 않고 하나의 연결된 과정으로 구성하여 입문자가 머신러닝 전반에 걸친 이해도를 높일 수 있도록 하였습니다.",무료,데이터 엔지니어,94.065%
파이썬을 활용한 머신러닝 딥러닝 입문,"데이터의 세계로 첫발을 내딛고 싶으신가요? AI의 핵심 기술인 머신러닝과 딥러닝을 파이썬과 함께 배워보세요. 이 강의는 머신러닝과 딥러닝의 기초부터 실제 응용까지, 단계별로 친절하게 안내합니다. 전통적인 머신러닝과 딥러닝은 많은 부분에서 동일한 원리와 기술 체계에 기반하고 있습니다. 따라서 본 강의에서는 두 가지를 별도의 과목으로 분리하지 않고 하나의 연결된 과정으로 구성하여 입문자가 머신러닝 전반에 걸친 이해도를 높일 수 있도록 하였습니다.",무료,데브옵스 엔지니어,92.152%
수학 없이 시작하는 인공지능 첫걸음: 기초부터 최신 트렌드까지,"수학 수식과 같이 어려운 내용은 덜어내어, 가벼운 마음으로 AI에 대한 전반적인 지식을 얻을 수 있는 강의입니다.",무료,인공지능,99.626%
수학 없이 시작하는 인공지능 첫걸음: 기초부터 최신 트렌드까지,"수학 수식과 같이 어려운 내용은 덜어내어, 가벼운 마음으로 AI에 대한 전반적인 지식을 얻을 수 있는 강의입니다.",무료,데이터 분석,73.473%
수학 없이 시작하는 인공지능 첫걸음: 기초부터 최신 트렌드까지,"수학 수식과 같이 어려운 내용은 덜어내어, 가벼운 마음으로 AI에 대한 전반적인 지식을 얻을 수 있는 강의입니다.",무료,데이터 엔지니어,73.221%
머신러닝 엔지니어가 알려주는 [아는 만큼 보이는 AI],수학과 코딩은 잘 모르지만 머신러닝의 트렌드를 파악하고 머신러닝 기술을 활용해서 프로덕트를 기획하고 싶은 분들을 위한 머신러닝 기초 강의입니다.,무료,게임 기획자,62.869%
머신러닝 엔지니어가 알려주는 [아는 만큼 보이는 AI],수학과 코딩은 잘 모르지만 머신러닝의 트렌드를 파악하고 머신러닝 기술을 활용해서 프로덕트를 기획하고 싶은 분들을 위한 머신러닝 기초 강의입니다.,무료,모바일 앱 개발,55.797%
머신러닝 엔지니어가 알려주는 [아는 만큼 보이는 AI],수학과 코딩은 잘 모르지만 머신러닝의 트렌드를 파악하고 머신러닝 기술을 활용해서 프로덕트를 기획하고 싶은 분들을 위한 머신러닝 기초 강의입니다.,무료,데이터 엔지니어,54.867%
YOLO 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0,YOLO(You Only Look Once) 논문을 TensorFlow 2.0을 이용해서 밑바닥부터 구현해보며 딥러닝 논문 구현 능력을 배울 수 있는 강의입니다.,무료,게임개발자,43.247%
YOLO 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0,YOLO(You Only Look Once) 논문을 TensorFlow 2.0을 이용해서 밑바닥부터 구현해보며 딥러닝 논문 구현 능력을 배울 수 있는 강의입니다.,무료,웹 개발자,41.568%
YOLO 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0,YOLO(You Only Look Once) 논문을 TensorFlow 2.0을 이용해서 밑바닥부터 구현해보며 딥러닝 논문 구현 능력을 배울 수 있는 강의입니다.,무료,데브옵스 엔지니어,28.051%
[PY 0205] 인공지능을 위한 파이썬 레벨4 - 객체와 클래스,"[인공지능을 위한 파이썬] 시리즈의 다섯 번째 강의입니다. 파이썬의 문법과 함께 머신러닝, 딥러닝에 사용되는 실전연습을 하는 강의입니다.",무료,인공지능,99.869%
[PY 0205] 인공지능을 위한 파이썬 레벨4 - 객체와 클래스,"[인공지능을 위한 파이썬] 시리즈의 다섯 번째 강의입니다. 파이썬의 문법과 함께 머신러닝, 딥러닝에 사용되는 실전연습을 하는 강의입니다.",무료,IoT,56.073%
[PY 0205] 인공지능을 위한 파이썬 레벨4 - 객체와 클래스,"[인공지능을 위한 파이썬] 시리즈의 다섯 번째 강의입니다. 파이썬의 문법과 함께 머신러닝, 딥러닝에 사용되는 실전연습을 하는 강의입니다.",무료,IoT 보안,37.812%
[PY 0203] 디버깅 기초,"[인공지능을 위한 파이썬] 시리즈의 세 번째 강의입니다.
파이썬 코드를 디버깅 하는 방법에 대해 배웁니다.",무료,인공지능,99.247%
[PY 0203] 디버깅 기초,"[인공지능을 위한 파이썬] 시리즈의 세 번째 강의입니다.
파이썬 코드를 디버깅 하는 방법에 대해 배웁니다.",무료,IoT,39.747%
[PY 0203] 디버깅 기초,"[인공지능을 위한 파이썬] 시리즈의 세 번째 강의입니다.
파이썬 코드를 디버깅 하는 방법에 대해 배웁니다.",무료,게임개발자,28.715%
[PY 0202] 인공지능을 위한 파이썬 레벨2,"[인공지능을 위한 파이썬] 시리즈의 두 번째 강의입니다.
파이썬의 문법과 함께 머신러닝, 딥러닝에 사용되는 실전연습을 하는 강의입니다.",무료,인공지능,99.701%
[PY 0202] 인공지능을 위한 파이썬 레벨2,"[인공지능을 위한 파이썬] 시리즈의 두 번째 강의입니다.
파이썬의 문법과 함께 머신러닝, 딥러닝에 사용되는 실전연습을 하는 강의입니다.",무료,IoT,49.903%
[PY 0202] 인공지능을 위한 파이썬 레벨2,"[인공지능을 위한 파이썬] 시리즈의 두 번째 강의입니다.
파이썬의 문법과 함께 머신러닝, 딥러닝에 사용되는 실전연습을 하는 강의입니다.",무료,IoT 보안,41.758%
[파이썬] 수학없이 머신러닝 쉽게 이해하고 구현하기,수학없이 고급 머신러닝 모델을 이해하고 파이썬을 통해 쉽게 구현하는 방법을 배웁니다.,무료,데브옵스 엔지니어,61.238%
[파이썬] 수학없이 머신러닝 쉽게 이해하고 구현하기,수학없이 고급 머신러닝 모델을 이해하고 파이썬을 통해 쉽게 구현하는 방법을 배웁니다.,무료,게임개발자,59.020%
[파이썬] 수학없이 머신러닝 쉽게 이해하고 구현하기,수학없이 고급 머신러닝 모델을 이해하고 파이썬을 통해 쉽게 구현하는 방법을 배웁니다.,무료,웹 개발자,55.541%
CUDA 프로그래밍 (1) - C/C++/GPU 병렬 컴퓨팅 - CUDA 커널 kernel,"✅ 전체 (1) ~ (6)의 시리즈 중, (1) CUDA 커널(kernel) 실제로 만들기
✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. 
✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,정보보안 전문가,47.175%
CUDA 프로그래밍 (1) - C/C++/GPU 병렬 컴퓨팅 - CUDA 커널 kernel,"✅ 전체 (1) ~ (6)의 시리즈 중, (1) CUDA 커널(kernel) 실제로 만들기
✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. 
✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,데브옵스 엔지니어,24.631%
CUDA 프로그래밍 (1) - C/C++/GPU 병렬 컴퓨팅 - CUDA 커널 kernel,"✅ 전체 (1) ~ (6)의 시리즈 중, (1) CUDA 커널(kernel) 실제로 만들기
✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. 
✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,게임 기획자,22.538%
머신러닝/딥러닝으로 이어지는 선형대수,머신러닝/딥러닝 연구에 반드시 필요한 선형대수 내용을 다룹니다.,무료,인공지능,45.403%
머신러닝/딥러닝으로 이어지는 선형대수,머신러닝/딥러닝 연구에 반드시 필요한 선형대수 내용을 다룹니다.,무료,IoT,36.989%
머신러닝/딥러닝으로 이어지는 선형대수,머신러닝/딥러닝 연구에 반드시 필요한 선형대수 내용을 다룹니다.,무료,보안 엔지니어,36.491%
[파이토치] 실전 인공지능으로 이어지는 딥러닝 - 기초부터 논문 구현까지,인공지능 분야에서 활용도가 매우 높은 딥러닝 프레임워크인 Pytorch를 이용하여 다양한 인공 신경망을 구현하는 강의입니다.,무료,인공지능,99.576%
[파이토치] 실전 인공지능으로 이어지는 딥러닝 - 기초부터 논문 구현까지,인공지능 분야에서 활용도가 매우 높은 딥러닝 프레임워크인 Pytorch를 이용하여 다양한 인공 신경망을 구현하는 강의입니다.,무료,디지털 포렌식,50.622%
[파이토치] 실전 인공지능으로 이어지는 딥러닝 - 기초부터 논문 구현까지,인공지능 분야에서 활용도가 매우 높은 딥러닝 프레임워크인 Pytorch를 이용하여 다양한 인공 신경망을 구현하는 강의입니다.,무료,스마트 팩토리,45.728%
생성형 AI 기초와 동작 원리 이해,딥러닝을 활용한 생성모델 AI 모델의 작동 원리를 이해하고 실습을 통해 활용 방법을 습득합니다.,"₩77,000",IoT,30.753%
생성형 AI 기초와 동작 원리 이해,딥러닝을 활용한 생성모델 AI 모델의 작동 원리를 이해하고 실습을 통해 활용 방법을 습득합니다.,"₩77,000",게임 기획자,30.067%
생성형 AI 기초와 동작 원리 이해,딥러닝을 활용한 생성모델 AI 모델의 작동 원리를 이해하고 실습을 통해 활용 방법을 습득합니다.,"₩77,000",게임개발자,19.320%
최신 빅데이터 및 인공지능 트렌드 이해,"데이터의 바다에서 길을 찾고, 인공지능의 미래를 탐험하세요. 이 강의는 빅데이터와 인공지능(AI)이라는 두 개의 거대한 테크놀로지의 흐름을 탐구하고, 이들이 어떻게 우리의 삶과 업무에 혁신을 가져오고 있는지를 살펴봅니다.",무료,인공지능,99.776%
최신 빅데이터 및 인공지능 트렌드 이해,"데이터의 바다에서 길을 찾고, 인공지능의 미래를 탐험하세요. 이 강의는 빅데이터와 인공지능(AI)이라는 두 개의 거대한 테크놀로지의 흐름을 탐구하고, 이들이 어떻게 우리의 삶과 업무에 혁신을 가져오고 있는지를 살펴봅니다.",무료,데이터 엔지니어,94.991%
최신 빅데이터 및 인공지능 트렌드 이해,"데이터의 바다에서 길을 찾고, 인공지능의 미래를 탐험하세요. 이 강의는 빅데이터와 인공지능(AI)이라는 두 개의 거대한 테크놀로지의 흐름을 탐구하고, 이들이 어떻게 우리의 삶과 업무에 혁신을 가져오고 있는지를 살펴봅니다.",무료,데이터 분석,84.012%
JavaScript와 Tensorflow.js로 배우는 머신러닝,"웹 개발자라면 누구나 알고 있는 JavaScript, 이제 이 강력한 언어로 머신러닝의 세계를 탐험해보세요! 이 강의는 JavaScript와 함께 강력한 머신러닝 라이브러리인 Tensorflow.js를 활용하여 머신러닝 모델을 구축하고 배포하는 방법을 배웁니다. 웹 기반의 머신러닝 애플리케이션 개발에 필요한 모든 기술을 단계별로 안내합니다. 이 강좌를 통해 학습자는 머신러닝의 핵심 원리를 체계적으로 이해하게 됩니다. 더불어, 자바스크립트와 Tensorflow.js API를 활용한 딥러닝 모델의 개발 방법 및 사전 훈련된 모델을 기반으로 하는 전이 학습(Transfer Learning) 활용법과, 이 모든 지식이 브라우저 환경에서 상호작용적으로 적용되는 법을 배우게 됩니다.",무료,웹 개발자,99.677%
JavaScript와 Tensorflow.js로 배우는 머신러닝,"웹 개발자라면 누구나 알고 있는 JavaScript, 이제 이 강력한 언어로 머신러닝의 세계를 탐험해보세요! 이 강의는 JavaScript와 함께 강력한 머신러닝 라이브러리인 Tensorflow.js를 활용하여 머신러닝 모델을 구축하고 배포하는 방법을 배웁니다. 웹 기반의 머신러닝 애플리케이션 개발에 필요한 모든 기술을 단계별로 안내합니다. 이 강좌를 통해 학습자는 머신러닝의 핵심 원리를 체계적으로 이해하게 됩니다. 더불어, 자바스크립트와 Tensorflow.js API를 활용한 딥러닝 모델의 개발 방법 및 사전 훈련된 모델을 기반으로 하는 전이 학습(Transfer Learning) 활용법과, 이 모든 지식이 브라우저 환경에서 상호작용적으로 적용되는 법을 배우게 됩니다.",무료,앱 개발자,92.610%
JavaScript와 Tensorflow.js로 배우는 머신러닝,"웹 개발자라면 누구나 알고 있는 JavaScript, 이제 이 강력한 언어로 머신러닝의 세계를 탐험해보세요! 이 강의는 JavaScript와 함께 강력한 머신러닝 라이브러리인 Tensorflow.js를 활용하여 머신러닝 모델을 구축하고 배포하는 방법을 배웁니다. 웹 기반의 머신러닝 애플리케이션 개발에 필요한 모든 기술을 단계별로 안내합니다. 이 강좌를 통해 학습자는 머신러닝의 핵심 원리를 체계적으로 이해하게 됩니다. 더불어, 자바스크립트와 Tensorflow.js API를 활용한 딥러닝 모델의 개발 방법 및 사전 훈련된 모델을 기반으로 하는 전이 학습(Transfer Learning) 활용법과, 이 모든 지식이 브라우저 환경에서 상호작용적으로 적용되는 법을 배우게 됩니다.",무료,모바일 앱 개발,92.108%
딥러닝 이론 + PyTorch 실무 완전 정복,딥러닝 현업에 종사하기 위해 필요한 딥러닝의 “핵심 개념”을 배우고 PyTorch을 활용한 실습을 통해서 실제 딥러닝 프로젝트를 수행하는데 필요한 실무를 가르쳐주는 강의입니다.,무료,앱 개발자,83.148%
딥러닝 이론 + PyTorch 실무 완전 정복,딥러닝 현업에 종사하기 위해 필요한 딥러닝의 “핵심 개념”을 배우고 PyTorch을 활용한 실습을 통해서 실제 딥러닝 프로젝트를 수행하는데 필요한 실무를 가르쳐주는 강의입니다.,무료,웹 개발자,80.047%
딥러닝 이론 + PyTorch 실무 완전 정복,딥러닝 현업에 종사하기 위해 필요한 딥러닝의 “핵심 개념”을 배우고 PyTorch을 활용한 실습을 통해서 실제 딥러닝 프로젝트를 수행하는데 필요한 실무를 가르쳐주는 강의입니다.,무료,게임개발자,56.837%
데이터 리터러시의 이해,오렌지3를 활용하여 데이터를 분석하고 시각화하며 머신러닝 개념을 알아보자!,무료,데이터 분석,99.386%
데이터 리터러시의 이해,오렌지3를 활용하여 데이터를 분석하고 시각화하며 머신러닝 개념을 알아보자!,무료,데이터 엔지니어,73.586%
데이터 리터러시의 이해,오렌지3를 활용하여 데이터를 분석하고 시각화하며 머신러닝 개념을 알아보자!,무료,웹 개발자,61.874%
[PL 0301] 파이썬 가상환경과 아나콘다,가상환경의 개념과 설정하는 방법을 배웁니다.,무료,IoT,33.459%
[PL 0301] 파이썬 가상환경과 아나콘다,가상환경의 개념과 설정하는 방법을 배웁니다.,무료,웹 개발자,27.135%
[PL 0301] 파이썬 가상환경과 아나콘다,가상환경의 개념과 설정하는 방법을 배웁니다.,무료,VR/AR 개발자,22.790%
6일 만에 배우는 파이토치 딥러닝 기초,"6일 동안 하루 3시간씩 투자하면, 파이토치를 이용한 딥러닝 기초를 배울 수 있습니다. 자~ 시작해 볼까요?",무료,자동화 시스템,83.158%
6일 만에 배우는 파이토치 딥러닝 기초,"6일 동안 하루 3시간씩 투자하면, 파이토치를 이용한 딥러닝 기초를 배울 수 있습니다. 자~ 시작해 볼까요?",무료,데브옵스 엔지니어,58.829%
6일 만에 배우는 파이토치 딥러닝 기초,"6일 동안 하루 3시간씩 투자하면, 파이토치를 이용한 딥러닝 기초를 배울 수 있습니다. 자~ 시작해 볼까요?",무료,보안 엔지니어,52.475%
[AI 실무] AI Research Engineer를 위한 논문 구현 시작하기 with PyTorch,AI를 연구하거나 이를 활용하여 프로젝트를 진행할 때 기본적인 논문 구현은 필수 입니다. 이 강의를 통해 실제 논문을 한편 구현해보며 실무 역량을 업그레이드 해봅시다!,무료,게임개발자,43.641%
[AI 실무] AI Research Engineer를 위한 논문 구현 시작하기 with PyTorch,AI를 연구하거나 이를 활용하여 프로젝트를 진행할 때 기본적인 논문 구현은 필수 입니다. 이 강의를 통해 실제 논문을 한편 구현해보며 실무 역량을 업그레이드 해봅시다!,무료,데이터 분석,39.013%
[AI 실무] AI Research Engineer를 위한 논문 구현 시작하기 with PyTorch,AI를 연구하거나 이를 활용하여 프로젝트를 진행할 때 기본적인 논문 구현은 필수 입니다. 이 강의를 통해 실제 논문을 한편 구현해보며 실무 역량을 업그레이드 해봅시다!,무료,데브옵스 엔지니어,37.979%
처음하는 딥러닝과 파이토치(Pytorch) 부트캠프 (쉽게! 기본부터 챗GPT 핵심 트랜스포머까지) [데이터분석/과학 Part4],"강사가 처음 딥러닝을 익혔을 때 실패했던 경험을 바탕으로 딥러닝 이해에 필요한 수학, 이론, 파이토치 기반 구현, 전이학습, GPT 핵심 트랜스포머까지 차근차근 익힐 수 있도록 새롭게 꾸민 강의입니다.",무료,데이터 분석,99.449%
처음하는 딥러닝과 파이토치(Pytorch) 부트캠프 (쉽게! 기본부터 챗GPT 핵심 트랜스포머까지) [데이터분석/과학 Part4],"강사가 처음 딥러닝을 익혔을 때 실패했던 경험을 바탕으로 딥러닝 이해에 필요한 수학, 이론, 파이토치 기반 구현, 전이학습, GPT 핵심 트랜스포머까지 차근차근 익힐 수 있도록 새롭게 꾸민 강의입니다.",무료,인공지능,85.093%
처음하는 딥러닝과 파이토치(Pytorch) 부트캠프 (쉽게! 기본부터 챗GPT 핵심 트랜스포머까지) [데이터분석/과학 Part4],"강사가 처음 딥러닝을 익혔을 때 실패했던 경험을 바탕으로 딥러닝 이해에 필요한 수학, 이론, 파이토치 기반 구현, 전이학습, GPT 핵심 트랜스포머까지 차근차근 익힐 수 있도록 새롭게 꾸민 강의입니다.",무료,데이터 엔지니어,84.025%
Python을 이용한 딥러닝 활용,python과 Keras를 사용한 딥러닝 사용 방법을 학습합니다.,무료,데브옵스 엔지니어,24.092%
Python을 이용한 딥러닝 활용,python과 Keras를 사용한 딥러닝 사용 방법을 학습합니다.,무료,게임개발자,23.125%
Python을 이용한 딥러닝 활용,python과 Keras를 사용한 딥러닝 사용 방법을 학습합니다.,무료,데이터 엔지니어,16.814%
CUDA 프로그래밍 (6) - C/C++/GPU 병렬 컴퓨팅 - 서치 & 소트,"✅ 전체 (1) ~ (6)의 시리즈 중, (6) parallel search, parallel sort 구현 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,정보보안 전문가,34.950%
CUDA 프로그래밍 (6) - C/C++/GPU 병렬 컴퓨팅 - 서치 & 소트,"✅ 전체 (1) ~ (6)의 시리즈 중, (6) parallel search, parallel sort 구현 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,데브옵스 엔지니어,18.688%
CUDA 프로그래밍 (6) - C/C++/GPU 병렬 컴퓨팅 - 서치 & 소트,"✅ 전체 (1) ~ (6)의 시리즈 중, (6) parallel search, parallel sort 구현 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,인공지능,14.861%
강화학습 입문에서 Deep Q-learning/Policy Gradient까지,"최근 인공지능 분야의 놀라운 성과는 모두 강화 학습 분야에서 발표되고 있습니다.  로봇, 자율 주행 기술, 인간을 닮은 기계 등 진정한 인공 지능 기술의 혁신을 이루어 내고 있는 강화 학습 기술을 초보자의 시선으로 알기 쉽게 기초에서 고급 수준까지 다루었습니다.",무료,인공지능,99.269%
강화학습 입문에서 Deep Q-learning/Policy Gradient까지,"최근 인공지능 분야의 놀라운 성과는 모두 강화 학습 분야에서 발표되고 있습니다.  로봇, 자율 주행 기술, 인간을 닮은 기계 등 진정한 인공 지능 기술의 혁신을 이루어 내고 있는 강화 학습 기술을 초보자의 시선으로 알기 쉽게 기초에서 고급 수준까지 다루었습니다.",무료,모바일 앱 개발,64.399%
강화학습 입문에서 Deep Q-learning/Policy Gradient까지,"최근 인공지능 분야의 놀라운 성과는 모두 강화 학습 분야에서 발표되고 있습니다.  로봇, 자율 주행 기술, 인간을 닮은 기계 등 진정한 인공 지능 기술의 혁신을 이루어 내고 있는 강화 학습 기술을 초보자의 시선으로 알기 쉽게 기초에서 고급 수준까지 다루었습니다.",무료,스마트 기술,42.670%
인공지능을 활용한 이상거래 검출 기법,"현대 비즈니스 세계에서 데이터 보안과 사기 방지는 어느 때보다 중요해졌습니다. 이 강의는 인공지능(AI)을 활용하여 이상거래를 효과적으로 감지하고 분석하는 방법에 대해 집중적으로 다룹니다. 파이썬(Python)과 머신러닝을 활용하여 이상거래, 신용카드 사기, 생산 라인의 이상 등 다양한 산업 분야에서 발생하는 이상치를 조기에 탐지, 검출할 수 있도록 하는 인공지능 모델을 구축해 봅니다.","₩77,000",인공지능,99.877%
인공지능을 활용한 이상거래 검출 기법,"현대 비즈니스 세계에서 데이터 보안과 사기 방지는 어느 때보다 중요해졌습니다. 이 강의는 인공지능(AI)을 활용하여 이상거래를 효과적으로 감지하고 분석하는 방법에 대해 집중적으로 다룹니다. 파이썬(Python)과 머신러닝을 활용하여 이상거래, 신용카드 사기, 생산 라인의 이상 등 다양한 산업 분야에서 발생하는 이상치를 조기에 탐지, 검출할 수 있도록 하는 인공지능 모델을 구축해 봅니다.","₩77,000",데이터 분석,96.689%
인공지능을 활용한 이상거래 검출 기법,"현대 비즈니스 세계에서 데이터 보안과 사기 방지는 어느 때보다 중요해졌습니다. 이 강의는 인공지능(AI)을 활용하여 이상거래를 효과적으로 감지하고 분석하는 방법에 대해 집중적으로 다룹니다. 파이썬(Python)과 머신러닝을 활용하여 이상거래, 신용카드 사기, 생산 라인의 이상 등 다양한 산업 분야에서 발생하는 이상치를 조기에 탐지, 검출할 수 있도록 하는 인공지능 모델을 구축해 봅니다.","₩77,000",보안 엔지니어,92.329%
뿌리 깊은 딥러닝,딥러닝 라이브러리 없이 바닥부터 알고리즘들을 구현하며 원리를 제대로 파헤쳐 봅시다 :),무료,웹 개발자,46.255%
뿌리 깊은 딥러닝,딥러닝 라이브러리 없이 바닥부터 알고리즘들을 구현하며 원리를 제대로 파헤쳐 봅시다 :),무료,데이터 분석,42.045%
뿌리 깊은 딥러닝,딥러닝 라이브러리 없이 바닥부터 알고리즘들을 구현하며 원리를 제대로 파헤쳐 봅시다 :),무료,데이터 엔지니어,33.117%
Python Streamlit을 활용한 대시보드 만들기 (feat. 빅데이터 분석기사 실기 준비),"Python 초보자의 눈높이에 맞춰 가장 쉽고 가장 실용적인 과정으로 기획된 입문 강의로 Streamlit을 활용한 직관적인 대시보드, 배포를 위한 Google Cloud Platform 등을 배웁니다. 또한, 빅데이터 분석기사 실기 준비도 같이 할 수 있습니다.",무료,데이터 분석,98.183%
Python Streamlit을 활용한 대시보드 만들기 (feat. 빅데이터 분석기사 실기 준비),"Python 초보자의 눈높이에 맞춰 가장 쉽고 가장 실용적인 과정으로 기획된 입문 강의로 Streamlit을 활용한 직관적인 대시보드, 배포를 위한 Google Cloud Platform 등을 배웁니다. 또한, 빅데이터 분석기사 실기 준비도 같이 할 수 있습니다.",무료,인공지능,76.317%
Python Streamlit을 활용한 대시보드 만들기 (feat. 빅데이터 분석기사 실기 준비),"Python 초보자의 눈높이에 맞춰 가장 쉽고 가장 실용적인 과정으로 기획된 입문 강의로 Streamlit을 활용한 직관적인 대시보드, 배포를 위한 Google Cloud Platform 등을 배웁니다. 또한, 빅데이터 분석기사 실기 준비도 같이 할 수 있습니다.",무료,게임 기획자,75.144%
두근두근 인공지능 - 개념편 -,"인공지능이 가져올 미래에 두근두근 하신가요?
AI! AI! AI! 인공지능의 세상이 다가오고 있습니다.
인공지능이 바꿀 우리의 미래가 기대되시나요? 두려우신가요?
인공지능을 제대로 학습하고 인공지능을 맞이해 봅시다!",무료,인공지능,99.542%
두근두근 인공지능 - 개념편 -,"인공지능이 가져올 미래에 두근두근 하신가요?
AI! AI! AI! 인공지능의 세상이 다가오고 있습니다.
인공지능이 바꿀 우리의 미래가 기대되시나요? 두려우신가요?
인공지능을 제대로 학습하고 인공지능을 맞이해 봅시다!",무료,보안 엔지니어,29.670%
두근두근 인공지능 - 개념편 -,"인공지능이 가져올 미래에 두근두근 하신가요?
AI! AI! AI! 인공지능의 세상이 다가오고 있습니다.
인공지능이 바꿀 우리의 미래가 기대되시나요? 두려우신가요?
인공지능을 제대로 학습하고 인공지능을 맞이해 봅시다!",무료,자동화 시스템,23.839%
[AI 기초] AI Research Engineer를 위한 CNN 이해하기,CNN을 공부 했는데도 잘 모르시겠다구요? CNN의 기본 동작 원리를 핵심 부분만 간결하게 알려 드리겠습니다.,무료,인공지능,77.437%
[AI 기초] AI Research Engineer를 위한 CNN 이해하기,CNN을 공부 했는데도 잘 모르시겠다구요? CNN의 기본 동작 원리를 핵심 부분만 간결하게 알려 드리겠습니다.,무료,데이터 분석,69.401%
